employee_ssn,employee_role,employee_birth_date,employee_hire_date,employee_termination_date,employee_gross_compensation,employee_plan_year_compensation,employee_capped_compensation,employee_deferral_rate,employee_contribution,employer_core_contribution,employer_match_contribution,eligibility_entry_date,is_eligible,is_participating
DUMMY_NH_378030_000175,Staff,1985-03-21,2024-02-25,,51180.65,51180.65,51180.65,10,24000.0,0.0,1535.4195,2024-02-25,True,True
DUMMY_NH_906809_000176,Staff,1997-11-07,2024-06-10,2024-07-22,34486.49,34486.49,34486.49,5,24000.0,0.0,0.0,2024-06-10,False,True
DUMMY_NH_160091_000177,Staff,1981-03-06,2024-09-29,,37226.31,37226.31,37226.31,7,24000.0,0.0,1116.7893,2024-09-29,True,True
DUMMY_NH_614357_000178,Manager,1985-01-21,2024-07-19,,67878.11,67878.11,67878.11,4,24000.0,0.0,2036.3433,2024-07-19,True,True
DUMMY_NH_984681_000179,Staff,1979-07-02,2024-12-20,2024-12-24,62162.07,62162.07,62162.07,6,24000.0,0.0,0.0,2024-12-20,False,True
DUMMY_NH_829057_000180,Staff,1977-01-27,2024-06-10,,51489.58,51489.58,51489.58,3,24000.0,0.0,1544.6874,2024-06-10,True,True
DUMMY_NH_744451_000181,Staff,1980-04-07,2024-08-13,2024-12-12,65029.95,65029.95,65029.95,3,24000.0,0.0,0.0,2024-08-13,False,True
DUMMY_NH_124901_000182,Staff,1981-02-16,2024-10-21,2024-11-07,35458.3,35458.3,35458.3,3,24000.0,0.0,0.0,2024-10-21,False,True
DUMMY_NH_762861_000183,Staff,1974-05-01,2024-08-20,2024-12-23,48151.61,48151.61,48151.61,3,24000.0,0.0,0.0,2024-08-20,False,True
DUMMY_NH_417836_000184,Manager,1983-03-22,2024-05-19,,73941.34,73941.34,73941.34,5,24000.0,0.0,2218.2401999999997,2024-05-19,True,True
DUMMY_NH_628244_000185,Manager,1991-12-20,2024-12-06,2024-12-07,116103.79,116103.79,116103.79,3,24000.0,0.0,0.0,2024-12-06,False,True
DUMMY_NH_862674_000186,Staff,1968-11-05,2024-01-17,,58461.89,58461.89,58461.89,3,24000.0,0.0,1753.8566999999998,2024-01-17,True,True
DUMMY_NH_739003_000187,Staff,1987-02-24,2024-07-19,2024-08-19,61159.67,61159.67,61159.67,5,24000.0,0.0,0.0,2024-07-19,False,True
DUMMY_NH_991753_000188,Staff,1974-10-22,2024-05-29,2024-12-15,42249.97,42249.97,42249.97,10,24000.0,0.0,0.0,2024-05-29,False,True
DUMMY_NH_312229_000189,Staff,1992-06-22,2024-07-09,,57703.78,57703.78,57703.78,6,24000.0,0.0,1731.1134,2024-07-09,True,True
DUMMY_NH_381085_000190,Staff,1981-07-15,2024-04-25,,55561.89,55561.89,55561.89,3,24000.0,0.0,1666.8566999999998,2024-04-25,True,True
DUMMY_NH_843328_000191,Manager,1967-06-22,2024-02-04,,87418.96,87418.96,87418.96,6,24000.0,0.0,2622.5688,2024-02-04,True,True
DUMMY_NH_112461_000192,Staff,1987-12-26,2024-05-20,,56202.04,56202.04,56202.04,1,24000.0,0.0,1686.0611999999999,2024-05-20,True,True
DUMMY_NH_732507_000193,Staff,2002-08-22,2024-12-19,,61610.99,61610.99,61610.99,3,24000.0,0.0,1848.3296999999998,2024-12-19,True,True
DUMMY_NH_181027_000194,Staff,2000-12-21,2024-12-09,2024-12-12,41488.52,41488.52,41488.52,10,24000.0,0.0,0.0,2024-12-09,False,True
DUMMY_NH_883960_000195,Staff,1990-08-14,2024-05-09,,43135.23,43135.23,43135.23,4,24000.0,0.0,1294.0569,2024-05-09,True,True
DUMMY_NH_293977_000196,Staff,1991-12-26,2024-08-24,2024-12-22,36523.93,36523.93,36523.93,10,24000.0,0.0,0.0,2024-08-24,False,True
DUMMY_NH_886446_000197,Staff,1988-09-02,2024-05-01,,44722.05,44722.05,44722.05,3,24000.0,0.0,1341.6615,2024-05-01,True,True
DUMMY_NH_799025_000198,Staff,1982-01-06,2024-11-28,2024-12-07,58101.01,58101.01,58101.01,8,24000.0,0.0,0.0,2024-11-28,False,True
DUMMY_NH_327171_000199,Executive,1975-04-15,2024-01-20,,455873.56,455873.56,355000.0,8,24000.0,0.0,10650.0,2024-01-20,True,True
DUMMY_NH_667086_000200,Staff,1997-09-22,2024-03-12,,44100.31,44100.31,44100.31,3,24000.0,0.0,1323.0093,2024-03-12,True,True
DUMMY_NH_134291_000201,Manager,1987-01-24,2024-10-05,,118933.3,118933.3,118933.3,5,24000.0,0.0,3567.999,2024-10-05,True,True
DUMMY_NH_181637_000202,Manager,1994-05-17,2024-05-30,2024-09-18,112774.48,112774.48,112774.48,3,24000.0,0.0,0.0,2024-05-30,False,True
DUMMY_NH_147816_000203,Manager,1985-08-26,2024-09-22,2024-10-22,69676.86,69676.86,69676.86,10,24000.0,0.0,0.0,2024-09-22,False,True
DUMMY_NH_177039_000204,Executive,1977-05-02,2024-03-01,,214945.46,214945.46,214945.46,0,0.0,0.0,0.0,2024-03-01,True,False
DUMMY_NH_172719_000205,Staff,1992-06-15,2024-05-28,,42916.14,42916.14,42916.14,3,24000.0,0.0,1287.4841999999999,2024-05-28,True,True
DUMMY_NH_974950_000206,Staff,1982-12-19,2024-12-19,2024-12-21,50672.32,50672.32,50672.32,3,24000.0,0.0,0.0,2024-12-19,False,True
DUMMY_NH_260209_000207,Staff,1988-06-23,2024-10-01,2024-10-06,51001.32,51001.32,51001.32,0,0.0,0.0,0.0,2024-10-01,False,False
DUMMY_NH_721244_000208,Staff,1969-11-08,2024-11-22,2024-12-29,38821.47,38821.47,38821.47,10,24000.0,0.0,0.0,2024-11-22,False,True
DUMMY_NH_769455_000209,Staff,1980-07-26,2024-03-21,,41720.78,41720.78,41720.78,6,24000.0,0.0,1251.6234,2024-03-21,True,True
DUMMY_NH_234323_000210,Staff,1999-04-13,2024-09-23,,56063.15,56063.15,56063.15,10,24000.0,0.0,1681.8944999999999,2024-09-23,True,True
DUMMY_NH_453745_000211,Staff,1994-01-01,2024-03-06,,52000.13,52000.13,52000.13,0,0.0,0.0,0.0,2024-03-06,True,False
DUMMY_NH_584469_000212,Manager,1974-03-21,2024-04-29,2024-08-31,124155.89,124155.89,124155.89,10,24000.0,0.0,0.0,2024-04-29,False,True
DUMMY_NH_128480_000213,Staff,2002-11-23,2024-12-19,2024-12-21,49112.27,49112.27,49112.27,7,24000.0,0.0,0.0,2024-12-19,False,True
DUMMY_NH_747180_000214,Staff,1982-01-11,2024-06-24,,49974.86,49974.86,49974.86,3,24000.0,0.0,1499.2458,2024-06-24,True,True
DUMMY_NH_161287_000215,Staff,1990-01-01,2024-09-24,2024-10-27,39738.43,39738.43,39738.43,3,24000.0,0.0,0.0,2024-09-24,False,True
DUMMY_NH_377926_000216,Staff,1992-10-16,2024-08-17,2024-09-12,36482.11,36482.11,36482.11,1,24000.0,0.0,0.0,2024-08-17,False,True
DUMMY_NH_655726_000217,Executive,1986-09-26,2024-11-09,2024-11-29,130000.0,130000.0,130000.0,3,24000.0,0.0,0.0,2024-11-09,False,True
DUMMY_NH_829768_000218,Staff,1979-02-13,2024-12-31,2024-12-31,54685.68,54685.68,54685.68,4,24000.0,0.0,0.0,2024-12-31,False,True
DUMMY_NH_484373_000219,Staff,1977-10-16,2024-05-03,2024-11-03,47922.63,47922.63,47922.63,6,24000.0,0.0,0.0,2024-05-03,False,True
DUMMY_NH_111465_000220,Staff,1976-03-18,2024-06-21,,65039.06,65039.06,65039.06,2,24000.0,0.0,1951.1717999999998,2024-06-21,True,True
DUMMY_NH_182872_000221,Staff,1974-06-05,2024-08-10,,38442.21,38442.21,38442.21,3,24000.0,0.0,1153.2663,2024-08-10,True,True
DUMMY_NH_103850_000222,Manager,1972-12-19,2024-07-28,,119790.83,119790.83,119790.83,3,24000.0,0.0,3593.7248999999997,2024-07-28,True,True
DUMMY_NH_980899_000223,Staff,1989-05-07,2024-07-17,,43396.94,43396.94,43396.94,9,24000.0,0.0,1301.9082,2024-07-17,True,True
DUMMY_NH_444223_000224,Staff,1966-04-14,2024-03-11,,59307.21,59307.21,59307.21,3,24000.0,0.0,1779.2162999999998,2024-03-11,True,True
DUMMY_NH_367370_000225,Executive,1995-08-15,2024-09-17,2024-10-29,191953.88,191953.88,191953.88,3,24000.0,0.0,0.0,2024-09-17,False,True
DUMMY_NH_795220_000226,Manager,1991-07-06,2024-11-16,2024-12-27,65000.0,65000.0,65000.0,0,0.0,0.0,0.0,2024-11-16,False,False
DUMMY_NH_159753_000227,Manager,1978-12-25,2024-07-03,,123380.26,123380.26,123380.26,4,24000.0,0.0,3701.4077999999995,2024-07-03,True,True
DUMMY_NH_125692_000228,Staff,1984-11-13,2024-02-12,,55053.68,55053.68,55053.68,10,24000.0,0.0,1651.6104,2024-02-12,True,True
DUMMY_NH_176465_000229,Staff,1980-03-11,2024-10-29,2024-12-19,45290.73,45290.73,45290.73,5,24000.0,0.0,0.0,2024-10-29,False,True
DUMMY_NH_913771_000230,Manager,1969-02-17,2024-03-25,,89745.35,89745.35,89745.35,10,24000.0,0.0,2692.3605000000002,2024-03-25,True,True
DUMMY_NH_572227_000231,Staff,1989-07-01,2024-12-06,,53875.77,53875.77,53875.77,5,24000.0,0.0,1616.2730999999999,2024-12-06,True,True
DUMMY_NH_524179_000232,Staff,1999-02-14,2024-05-04,,38158.3,38158.3,38158.3,2,24000.0,0.0,1144.749,2024-05-04,True,True
DUMMY_NH_958515_000233,Executive,1975-10-25,2024-10-03,,854316.5,854316.5,355000.0,3,24000.0,0.0,10650.0,2024-10-03,True,True
DUMMY_NH_498154_000234,Staff,1968-01-12,2024-03-11,,53756.74,53756.74,53756.74,4,24000.0,0.0,1612.7022,2024-03-11,True,True
DUMMY_NH_482606_000235,Manager,1983-04-03,2024-06-23,,98338.74,98338.74,98338.74,0,0.0,0.0,0.0,2024-06-23,True,False
DUMMY_NH_517894_000236,Manager,1995-07-27,2024-01-11,,101393.91,101393.91,101393.91,3,24000.0,0.0,3041.8173,2024-01-11,True,True
DUMMY_NH_400990_000237,Staff,1973-12-25,2024-12-17,2024-12-25,45416.16,45416.16,45416.16,10,24000.0,0.0,0.0,2024-12-17,False,True
DUMMY_NH_378196_000238,Staff,1992-11-22,2024-02-21,,42512.02,42512.02,42512.02,3,24000.0,0.0,1275.3605999999997,2024-02-21,True,True
DUMMY_NH_906978_000239,Manager,1972-03-11,2024-03-06,2024-12-04,83835.49,83835.49,83835.49,5,24000.0,0.0,0.0,2024-03-06,False,True
DUMMY_NH_109935_000240,Staff,1986-01-07,2024-08-05,2024-12-10,47455.91,47455.91,47455.91,4,24000.0,0.0,0.0,2024-08-05,False,True
DUMMY_NH_421483_000241,Manager,1972-01-16,2024-07-14,,127268.62,127268.62,127268.62,3,24000.0,0.0,3818.0586,2024-07-14,True,True
DUMMY_NH_272073_000242,Staff,1980-03-24,2024-10-02,,44064.99,44064.99,44064.99,3,24000.0,0.0,1321.9497,2024-10-02,True,True
DUMMY_NH_436966_000243,Staff,1990-08-14,2024-06-17,,47979.25,47979.25,47979.25,0,0.0,0.0,0.0,2024-06-17,True,False
DUMMY_NH_963886_000244,Staff,1978-01-01,2024-08-24,2024-09-15,63654.9,63654.9,63654.9,5,24000.0,0.0,0.0,2024-08-24,False,True
DUMMY_NH_565725_000245,Manager,1971-10-14,2024-12-28,,89625.81,89625.81,89625.81,3,24000.0,0.0,2688.7743,2024-12-28,True,True
DUMMY_NH_382019_000246,Manager,1988-02-21,2024-05-06,2024-07-28,95748.08,95748.08,95748.08,3,24000.0,0.0,0.0,2024-05-06,False,True
DUMMY_NH_600429_000247,Staff,1970-05-21,2024-05-15,,43774.42,43774.42,43774.42,5,24000.0,0.0,1313.2325999999998,2024-05-15,True,True
DUMMY_NH_429218_000248,Staff,1988-07-19,2024-03-08,,64735.42,64735.42,64735.42,3,24000.0,0.0,1942.0626,2024-03-08,True,True
DUMMY_NH_300934_000249,Staff,1980-03-21,2024-05-12,2024-07-15,59869.74,59869.74,59869.74,5,24000.0,0.0,0.0,2024-05-12,False,True
DUMMY_NH_112534_000250,Staff,1986-05-05,2024-04-26,,63269.84,63269.84,63269.84,10,24000.0,0.0,1898.0951999999997,2024-04-26,True,True
DUMMY_NH_843487_000251,Staff,1985-03-26,2024-12-24,2024-12-25,36699.82,36699.82,36699.82,10,24000.0,0.0,0.0,2024-12-24,False,True
DUMMY_NH_935470_000252,Manager,1993-06-09,2024-04-20,,88620.45,88620.45,88620.45,10,24000.0,0.0,2658.6135,2024-04-20,True,True
DUMMY_NH_871981_000253,Staff,1990-04-27,2024-10-24,2024-12-05,52383.76,52383.76,52383.76,3,24000.0,0.0,0.0,2024-10-24,False,True
DUMMY_NH_949198_000254,Manager,1985-11-10,2024-01-07,,104795.88,104795.88,104795.88,3,24000.0,0.0,3143.8764,2024-01-07,True,True
DUMMY_NH_592824_000255,Staff,1984-01-25,2024-08-08,2024-09-20,56207.15,56207.15,56207.15,0,0.0,0.0,0.0,2024-08-08,False,False
DUMMY_NH_503678_000256,Executive,1987-02-14,2024-05-21,,289612.85,289612.85,289612.85,4,24000.0,0.0,8688.385499999999,2024-05-21,True,True
DUMMY_NH_633969_000257,Staff,1986-03-01,2024-03-25,,43275.84,43275.84,43275.84,0,0.0,0.0,0.0,2024-03-25,True,False
DUMMY_NH_105457_000258,Manager,1992-12-15,2024-11-10,,85893.03,85893.03,85893.03,3,24000.0,0.0,2576.7909,2024-11-10,True,True
DUMMY_NH_171883_000259,Staff,1998-06-15,2024-03-21,,52044.66,52044.66,52044.66,3,24000.0,0.0,1561.3398,2024-03-21,True,True
DUMMY_NH_561711_000260,Staff,1996-12-20,2024-01-08,2024-11-17,41856.95,41856.95,41856.95,3,24000.0,0.0,0.0,2024-01-08,False,True
DUMMY_NH_665239_000261,Manager,1997-08-15,2024-02-12,,117532.79,117532.79,117532.79,10,24000.0,0.0,3525.9836999999998,2024-02-12,True,True
DUMMY_NH_122008_000262,Staff,1993-04-17,2024-12-31,2024-12-31,36267.94,36267.94,36267.94,7,24000.0,0.0,0.0,2024-12-31,False,True
DUMMY_NH_423639_000263,Staff,1998-07-04,2024-12-05,2024-12-20,53757.53,53757.53,53757.53,7,24000.0,0.0,0.0,2024-12-05,False,True
DUMMY_NH_955750_000264,Manager,1986-12-22,2024-11-28,2024-12-29,108217.59,108217.59,108217.59,4,24000.0,0.0,0.0,2024-11-28,False,True
DUMMY_NH_369798_000265,Manager,1971-03-16,2024-02-28,2024-03-01,95007.44,95007.44,95007.44,3,24000.0,0.0,0.0,2024-02-28,False,True
DUMMY_NH_781771_000266,Staff,1981-02-07,2024-01-14,,43525.03,43525.03,43525.03,7,24000.0,0.0,1305.7509,2024-01-14,True,True
DUMMY_NH_599377_000267,Manager,1980-07-09,2024-06-30,2024-08-15,104431.94,104431.94,104431.94,3,24000.0,0.0,0.0,2024-06-30,False,True
DUMMY_NH_208142_000268,Staff,1976-11-23,2024-02-14,,73491.78,73491.78,73491.78,3,24000.0,0.0,2204.7534,2024-02-14,True,True
DUMMY_NH_792937_000269,Staff,2003-05-05,2024-06-17,,33212.59,33212.59,33212.59,2,24000.0,0.0,996.3776999999999,2024-06-17,True,True
DUMMY_NH_830744_000270,Manager,1997-01-28,2024-12-03,,106073.81,106073.81,106073.81,5,24000.0,0.0,3182.2142999999996,2024-12-03,True,True
DUMMY_NH_626294_000271,Manager,1991-05-11,2024-10-12,2024-12-18,71668.49,71668.49,71668.49,6,24000.0,0.0,0.0,2024-10-12,False,True
DUMMY_NH_812363_000272,Manager,1977-07-28,2024-10-01,2024-10-17,121213.07,121213.07,121213.07,10,24000.0,0.0,0.0,2024-10-01,False,True
DUMMY_NH_651225_000273,Manager,1997-11-04,2024-09-10,,74420.02,74420.02,74420.02,5,24000.0,0.0,2232.6006,2024-09-10,True,True
DUMMY_NH_280769_000274,Staff,1977-05-28,2024-09-27,2024-12-08,68828.15,68828.15,68828.15,3,24000.0,0.0,0.0,2024-09-27,False,True
DUMMY_NH_868233_000275,Staff,1974-07-11,2024-02-22,,45141.54,45141.54,45141.54,3,24000.0,0.0,1354.2462,2024-02-22,True,True
DUMMY_NH_927054_000276,Staff,1983-03-27,2024-02-10,2024-11-11,49948.68,49948.68,49948.68,3,24000.0,0.0,0.0,2024-02-10,False,True
DUMMY_NH_788402_000277,Manager,1987-10-11,2024-04-04,,90508.76,90508.76,90508.76,0,0.0,0.0,0.0,2024-04-04,True,False
DUMMY_NH_591420_000278,Staff,1974-01-06,2024-06-22,,41945.84,41945.84,41945.84,7,24000.0,0.0,1258.3752,2024-06-22,True,True
DUMMY_NH_870234_000279,Manager,1992-10-10,2024-03-13,,97839.64,97839.64,97839.64,0,0.0,0.0,0.0,2024-03-13,True,False
DUMMY_NH_531346_000280,Staff,1974-10-04,2024-05-01,,48788.59,48788.59,48788.59,1,24000.0,0.0,1463.6576999999997,2024-05-01,True,True
DUMMY_NH_827523_000281,Staff,1982-08-01,2024-09-17,,44521.34,44521.34,44521.34,7,24000.0,0.0,1335.6401999999998,2024-09-17,True,True
DUMMY_NH_272829_000282,Staff,1980-06-26,2024-02-27,,45566.93,45566.93,45566.93,3,24000.0,0.0,1367.0079,2024-02-27,True,True
DUMMY_NH_198506_000283,Staff,2003-01-05,2024-06-03,,42432.31,42432.31,42432.31,2,24000.0,0.0,1272.9693,2024-06-03,True,True
DUMMY_NH_576984_000284,Staff,1991-08-21,2024-02-28,2024-03-20,59094.9,59094.9,59094.9,1,24000.0,0.0,0.0,2024-02-28,False,True
DUMMY_NH_138222_000285,Staff,1986-06-15,2024-02-15,,49940.6,49940.6,49940.6,6,24000.0,0.0,1498.2179999999998,2024-02-15,True,True
DUMMY_NH_959541_000286,Staff,1983-03-26,2024-07-10,,46246.13,46246.13,46246.13,3,24000.0,0.0,1387.3838999999998,2024-07-10,True,True
DUMMY_NH_289682_000287,Manager,1974-11-09,2024-04-20,,117528.67,117528.67,117528.67,1,24000.0,0.0,3525.8601,2024-04-20,True,True
DUMMY_NH_562926_000288,Staff,1984-11-03,2024-12-01,2024-12-04,50251.7,50251.7,50251.7,3,24000.0,0.0,0.0,2024-12-01,False,True
DUMMY_NH_188871_000289,Staff,1994-05-19,2024-09-23,,50871.79,50871.79,50871.79,3,24000.0,0.0,1526.1537,2024-09-23,True,True
DUMMY_NH_498222_000290,Manager,1995-04-14,2024-08-21,2024-12-17,74642.44,74642.44,74642.44,3,24000.0,0.0,0.0,2024-08-21,False,True
DUMMY_NH_877941_000291,Manager,1984-02-24,2024-06-09,,99036.05,99036.05,99036.05,5,24000.0,0.0,2971.0815,2024-06-09,True,True
DUMMY_NH_793948_000292,Staff,1981-06-07,2024-11-06,2024-12-29,46982.68,46982.68,46982.68,10,24000.0,0.0,0.0,2024-11-06,False,True
DUMMY_NH_114816_000293,Staff,1971-01-01,2024-03-18,,39961.11,39961.11,39961.11,0,0.0,0.0,0.0,2024-03-18,True,False
DUMMY_NH_605786_000294,Manager,1996-08-11,2024-08-15,2024-11-09,79849.32,79849.32,79849.32,0,0.0,0.0,0.0,2024-08-15,False,False
DUMMY_NH_283181_000295,Manager,1994-04-04,2024-05-22,,78204.21,78204.21,78204.21,6,24000.0,0.0,2346.1263,2024-05-22,True,True
DUMMY_NH_351234_000296,Staff,1996-06-09,2024-08-26,,45579.89,45579.89,45579.89,0,0.0,0.0,0.0,2024-08-26,True,False
DUMMY_NH_436095_000297,Staff,1984-03-10,2024-05-28,,52867.71,52867.71,52867.71,3,24000.0,0.0,1586.0312999999999,2024-05-28,True,True
DUMMY_NH_840979_000298,Manager,1993-05-28,2024-09-06,,88574.17,88574.17,88574.17,10,24000.0,0.0,2657.2250999999997,2024-09-06,True,True
DUMMY_NH_191370_000299,Staff,1977-04-13,2024-08-23,2024-09-17,40138.1,40138.1,40138.1,3,24000.0,0.0,0.0,2024-08-23,False,True
DUMMY_NH_382079_000300,Staff,1982-01-20,2024-11-10,2024-11-27,47046.47,47046.47,47046.47,4,24000.0,0.0,0.0,2024-11-10,False,True
DUMMY_NH_317563_000301,Staff,1981-12-10,2024-08-19,,49543.55,49543.55,49543.55,3,24000.0,0.0,1486.3065000000001,2024-08-19,True,True
DUMMY_NH_306870_000302,Staff,1967-03-19,2024-10-09,,40592.22,40592.22,40592.22,3,24000.0,0.0,1217.7666,2024-10-09,True,True
DUMMY_NH_497732_000303,Staff,1983-06-24,2024-09-30,,48964.72,48964.72,48964.72,1,24000.0,0.0,1468.9415999999999,2024-09-30,True,True
DUMMY_NH_365386_000304,Executive,1988-07-10,2024-04-01,,130000.0,130000.0,130000.0,7,24000.0,0.0,3900.0,2024-04-01,True,True
DUMMY_NH_519213_000305,Staff,1973-11-22,2024-03-04,,36790.04,36790.04,36790.04,3,24000.0,0.0,1103.7012,2024-03-04,True,True
DUMMY_NH_773399_000306,Staff,1978-09-23,2024-11-01,,69354.67,69354.67,69354.67,10,24000.0,0.0,2080.6401,2024-11-01,True,True
DUMMY_NH_423813_000307,Staff,1986-08-26,2024-08-14,,79228.12,79228.12,79228.12,3,24000.0,0.0,2376.8435999999997,2024-08-14,True,True
DUMMY_NH_758704_000308,Staff,1982-02-07,2024-07-21,,51981.08,51981.08,51981.08,10,24000.0,0.0,1559.4324,2024-07-21,True,True
DUMMY_NH_721440_000309,Staff,1978-06-15,2024-06-05,,67728.49,67728.49,67728.49,3,24000.0,0.0,2031.8547,2024-06-05,True,True
DUMMY_NH_826390_000310,Staff,1983-09-18,2024-11-09,2024-12-29,47980.75,47980.75,47980.75,3,24000.0,0.0,0.0,2024-11-09,False,True
DUMMY_NH_329716_000311,Manager,1969-05-11,2024-12-03,2024-12-31,90750.6,90750.6,90750.6,10,24000.0,0.0,0.0,2024-12-03,False,True
DUMMY_NH_950875_000312,Staff,1988-05-09,2024-09-27,2024-11-12,33970.42,33970.42,33970.42,4,24000.0,0.0,0.0,2024-09-27,False,True
DUMMY_NH_852543_000313,Executive,1988-09-15,2024-05-30,2024-09-24,131028.05,131028.05,131028.05,10,24000.0,0.0,0.0,2024-05-30,False,True
DUMMY_NH_632840_000314,Manager,1997-03-23,2024-03-06,,134254.63,134254.63,134254.63,3,24000.0,0.0,4027.6389,2024-03-06,True,True
DUMMY_NH_283772_000315,Staff,1980-12-01,2024-04-23,,42863.61,42863.61,42863.61,2,24000.0,0.0,1285.9083,2024-04-23,True,True
DUMMY_NH_402500_000316,Staff,1993-08-26,2024-03-08,,51194.61,51194.61,51194.61,0,0.0,0.0,0.0,2024-03-08,True,False
DUMMY_NH_337888_000317,Manager,1980-10-18,2024-02-18,,137177.61,137177.61,137177.61,10,24000.0,0.0,4115.328299999999,2024-02-18,True,True
DUMMY_NH_979947_000318,Manager,1981-06-26,2024-12-28,2024-12-28,111340.36,111340.36,111340.36,10,24000.0,0.0,0.0,2024-12-28,False,True
DUMMY_NH_940986_000319,Staff,1973-10-19,2024-11-11,,48825.1,48825.1,48825.1,3,24000.0,0.0,1464.753,2024-11-11,True,True
DUMMY_NH_122351_000320,Manager,1984-09-21,2024-12-27,2024-12-29,87564.81,87564.81,87564.81,3,24000.0,0.0,0.0,2024-12-27,False,True
DUMMY_NH_137091_000321,Staff,1979-05-03,2024-09-15,,43760.42,43760.42,43760.42,3,24000.0,0.0,1312.8126,2024-09-15,True,True
DUMMY_NH_644104_000322,Staff,1981-11-19,2024-11-01,2024-11-13,53749.92,53749.92,53749.92,0,0.0,0.0,0.0,2024-11-01,False,False
DUMMY_NH_522428_000323,Staff,1982-05-25,2024-10-02,,42544.21,42544.21,42544.21,3,24000.0,0.0,1276.3263,2024-10-02,True,True
DUMMY_NH_669396_000324,Staff,1988-03-08,2024-08-31,2024-11-19,51179.37,51179.37,51179.37,3,24000.0,0.0,0.0,2024-08-31,False,True
DUMMY_NH_274110_000325,Staff,1976-09-19,2024-07-11,,53166.14,53166.14,53166.14,3,24000.0,0.0,1594.9841999999999,2024-07-11,True,True
DUMMY_NH_151406_000326,Staff,1985-01-26,2024-05-19,2024-07-18,47667.72,47667.72,47667.72,0,0.0,0.0,0.0,2024-05-19,False,False
DUMMY_NH_708607_000327,Staff,1988-09-17,2024-11-20,2024-12-27,51128.78,51128.78,51128.78,7,24000.0,0.0,0.0,2024-11-20,False,True
DUMMY_NH_674734_000328,Manager,1980-07-16,2024-12-01,2024-12-29,111639.64,111639.64,111639.64,1,24000.0,0.0,0.0,2024-12-01,False,True
DUMMY_NH_721491_000329,Staff,1990-10-04,2024-05-01,2024-10-20,67476.97,67476.97,67476.97,3,24000.0,0.0,0.0,2024-05-01,False,True
DUMMY_NH_554461_000330,Manager,2003-07-10,2024-12-02,2024-12-17,105341.81,105341.81,105341.81,3,24000.0,0.0,0.0,2024-12-02,False,True
DUMMY_NH_172051_000331,Staff,1992-06-26,2024-12-01,2024-12-12,41461.17,41461.17,41461.17,5,24000.0,0.0,0.0,2024-12-01,False,True
DUMMY_NH_438869_000332,Manager,1996-02-08,2024-06-14,2024-12-03,115593.96,115593.96,115593.96,0,0.0,0.0,0.0,2024-06-14,False,False
DUMMY_NH_353679_000333,Staff,1996-03-02,2024-04-18,,62708.3,62708.3,62708.3,10,24000.0,0.0,1881.249,2024-04-18,True,True
DUMMY_NH_320413_000334,Manager,1987-04-17,2024-05-16,,99562.85,99562.85,99562.85,0,0.0,0.0,0.0,2024-05-16,True,False
DUMMY_NH_512540_000335,Staff,1987-03-02,2024-03-28,2024-04-28,44101.76,44101.76,44101.76,4,24000.0,0.0,0.0,2024-03-28,False,True
DUMMY_NH_484688_000336,Staff,1977-02-01,2024-07-31,2024-10-18,40870.73,40870.73,40870.73,5,24000.0,0.0,0.0,2024-07-31,False,True
DUMMY_NH_862464_000337,Staff,1980-06-02,2024-08-14,,33631.29,33631.29,33631.29,0,0.0,0.0,0.0,2024-08-14,True,False
DUMMY_NH_580173_000338,Manager,1974-12-17,2024-04-13,2024-12-21,99195.51,99195.51,99195.51,3,24000.0,0.0,0.0,2024-04-13,False,True
DUMMY_NH_210819_000339,Staff,1990-04-11,2024-08-17,,40924.34,40924.34,40924.34,0,0.0,0.0,0.0,2024-08-17,True,False
DUMMY_NH_797237_000340,Staff,1976-12-25,2024-02-17,,56192.31,56192.31,56192.31,3,24000.0,0.0,1685.7693,2024-02-17,True,True
DUMMY_NH_933778_000341,Staff,1986-09-03,2024-10-06,,38757.13,38757.13,38757.13,3,24000.0,0.0,1162.7139,2024-10-06,True,True
DUMMY_NH_641913_000342,Staff,1985-07-16,2024-01-29,,34565.91,34565.91,34565.91,7,24000.0,0.0,1036.9773,2024-01-29,True,True
DUMMY_NH_103413_000343,Staff,1958-09-23,2024-03-30,,60371.7,60371.7,60371.7,1,24000.0,0.0,1811.1509999999998,2024-03-30,True,True
DUMMY_NH_258797_000344,Staff,1975-04-15,2024-11-29,2024-12-14,55236.34,55236.34,55236.34,5,24000.0,0.0,0.0,2024-11-29,False,True
DUMMY_NH_944587_000345,Staff,1986-12-05,2024-10-19,2024-12-19,45946.48,45946.48,45946.48,1,24000.0,0.0,0.0,2024-10-19,False,True
DUMMY_NH_389573_000346,Manager,1957-07-17,2024-10-12,,77769.2,77769.2,77769.2,9,24000.0,0.0,2333.076,2024-10-12,True,True
DUMMY_NH_374112_000347,Executive,1982-07-20,2024-02-04,2024-11-07,173323.52,173323.52,173323.52,3,24000.0,0.0,0.0,2024-02-04,False,True
DUMMY_NH_229726_000348,Staff,1988-06-22,2024-12-25,2024-12-28,31536.76,31536.76,31536.76,2,24000.0,0.0,0.0,2024-12-25,False,True
DUMMY_NH_741586_000349,Staff,2001-10-18,2024-11-17,2024-12-05,43038.51,43038.51,43038.51,3,24000.0,0.0,0.0,2024-11-17,False,True
